k,retriever,db_id,question,ground_truth,generated_sql,exact_match,syntax_valid,exec_status,exec_match,latency,input_tokens,output_tokens,tokens
1,qrs,cordis_temporary,What is the title of the subject area that has been granted the least amount of funding,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1",SELECT subject_areas.title FROM subject_areas JOIN project_subject_areas ON subject_areas.code = project_subject_areas.subject_area WHERE project_subject_areas.project IN (SELECT project FROM project_subject_areas GROUP BY project_subject_areas.project ORDER BY SUM(project_subject_areas.ec_contribution) ASC LIMIT 1);,False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column project_subject_areas.ec_contribution does not exist,False,20.117781400680546,1549.0,200.0,1749
1,qrs,cordis_temporary,Which institution has participated in the most projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count FROM institutions JOIN project_members ON institutions.unics_id = project_members.institution_id GROUP BY institutions.institutions_name ORDER BY project_count DESC LIMIT 1;",False,True,Value Mismatch,False,20.15262770652771,1548.0,200.0,1748
1,qrs,cordis_temporary,Show the institution that has been involved in the highest number of projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count FROM institutions JOIN project_members ON institutions.unics_id = project_members.institution_id GROUP BY institutions.institutions_name ORDER BY project_count DESC LIMIT 1;",False,True,Value Mismatch,False,20.183262586593628,1551.0,200.0,1751
1,qrs,cordis_temporary,Which institution has participated in the fewest projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1",SELECT institutions.institutions_name FROM institutions JOIN project_members ON institutions.unics_id = project_members.institution_id GROUP BY institutions.institutions_name ORDER BY COUNT(project_members.project) ASC LIMIT 1;,False,True,Shape Mismatch,False,20.37953543663025,1545.0,200.0,1745
1,qrs,cordis_temporary,Show the institution that has been involved in the least amount of projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1",SELECT institutions.institutions_name FROM institutions JOIN project_members ON institutions.unics_id = project_members.institution_id GROUP BY institutions.institutions_name ORDER BY COUNT(project_members.project) ASC LIMIT 1;,False,True,Shape Mismatch,False,20.32158899307251,1583.0,200.0,1783
1,qrs,cordis_temporary,Which funding scheme provided the most funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) DESC LIMIT 1","SELECT funding_schemes.title, SUM(projects.total_cost) AS total_funding FROM projects JOIN funding_schemes ON projects.ec_fund_scheme = funding_schemes.code GROUP BY funding_schemes.title ORDER BY total_funding DESC LIMIT 1;",False,True,Value Mismatch,False,20.25414657592773,1561.0,200.0,1761
1,qrs,cordis_temporary,Which funding scheme provided the least funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) ASC LIMIT 1","SELECT funding_schemes.title, MIN(funding_schemes.ec_contribution) FROM funding_schemes;",False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column funding_schemes.ec_contribution does not exist,False,20.626505374908447,1584.0,200.0,1784
1,qrs,cordis_temporary,Show the industrial partners that have worked on projects and the amount of funding they have recieved in order from most to least,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT project_members.institution_id, SUM(project_members.ec_contribution) as total_funding FROM project_members JOIN projects ON project_members.project = projects.unics_id GROUP BY project_members.institution_id ORDER BY total_funding DESC;",False,True,Shape Mismatch,False,20.428003072738647,1583.0,200.0,1783
1,qrs,cordis_temporary,Show the amount of funding and corresponding list of industrial partners that have worked on projects in order from the most funding to the least funding,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT funding_schemes.title, SUM(projects.total_cost) as total_funding FROM projects JOIN funding_schemes ON projects.ec_fund_scheme = funding_schemes.code GROUP BY funding_schemes.title ORDER BY total_funding DESC;",False,True,Shape Mismatch,False,20.30683279037476,1563.0,200.0,1763
1,qrs,cordis_temporary,Show the title and the start year of the most recent projects,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT projects.title, projects.start_year FROM projects ORDER BY projects.start_year DESC LIMIT 1;",False,True,Shape Mismatch,False,19.970853805541992,1532.0,200.0,1732
1,qrs,cordis_temporary,Which projects have started most recently?,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT projects.unics_id, projects.title, projects.start_date FROM projects ORDER BY projects.start_date DESC LIMIT 1;",False,True,Shape Mismatch,False,20.68366265296936,1573.0,200.0,1773
1,qrs,cordis_temporary,Show title and the starting year of the least recent projects,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT projects.title, projects.start_year FROM projects ORDER BY projects.start_date DESC LIMIT 1;",False,True,Shape Mismatch,False,20.376638889312744,1558.0,200.0,1758
1,qrs,cordis_temporary,Which projects have started the least recently?,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT projects.unics_id, projects.title, projects.start_date FROM projects ORDER BY projects.start_date ASC;",False,True,Shape Mismatch,False,20.033042669296265,1543.0,200.0,1743
1,qrs,cordis_temporary,What is the starting date of the first recorded project,SELECT p.start_date from projects as p order by start_date ASC,SELECT MIN(projects.start_date) FROM projects;,False,True,Shape Mismatch,False,19.99231648445129,1535.0,200.0,1735
1,qrs,cordis_temporary,On which date did the first project start?,SELECT p.start_date from projects as p order by start_date ASC,SELECT start_date FROM projects ORDER BY start_date LIMIT 1;,False,True,Shape Mismatch,False,20.04473614692688,1511.0,200.0,1711
1,qrs,cordis_temporary,Show the titles of all of the projects in the subject area of Climate change and Carbon cycle research,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research',SELECT projects.title FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project WHERE project_subject_areas.subject_area = 'Climate change and Carbon cycle research';,False,True,Shape Mismatch,False,20.64704370498657,1597.0,200.0,1797
1,qrs,cordis_temporary,Show the titles of all of the projects that share the subject area code 'CCC,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research',SELECT projects.title FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project WHERE project_subject_areas.code = 'CCC';,False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column project_subject_areas.code does not exist,False,20.106590032577515,1567.0,200.0,1767
1,qrs,cordis_temporary,List all of the possible roles that project members can have in projects,SELECT pmr.description from project_member_roles as pmr,SELECT DISTINCT project_member_roles.description FROM project_member_roles;,False,True,Match,True,20.38118028640747,1589.0,200.0,1789
1,qrs,cordis_temporary,What are all of the ways that projects members can participate in projects?,SELECT pmr.description from project_member_roles as pmr,SELECT DISTINCT project_member_roles.description FROM project_member_roles;,False,True,Match,True,20.1206488609314,1535.0,200.0,1735
1,qrs,cordis_temporary,How many erc panels are dedicated to Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.description = 'Life Sciences',SELECT count(*) FROM erc_panels WHERE erc_panels.part_of = 'Life Sciences';,False,True,Value Mismatch,False,20.05467319488525,1532.0,200.0,1732
1,qrs,cordis_temporary,Count the number of erc panels that are part of Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'LS',SELECT COUNT(*) FROM erc_panels JOIN erc_research_domains ON erc_panels.part_of = erc_research_domains.code WHERE erc_research_domains.description LIKE '%Life Sciences%';,False,True,Match,True,20.222290992736816,1565.0,200.0,1765
1,qrs,cordis_temporary,List all of the european research council panels related to social sciences and humanities,SELECT t1.description from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH',SELECT erc_panels.description FROM erc_panels JOIN erc_research_domains ON erc_panels.part_of = erc_research_domains.code WHERE erc_research_domains.description LIKE '%social sciences%' OR erc_research_domains.description LIKE '%humanities%';,False,True,Shape Mismatch,False,20.60974502563477,1639.0,200.0,1839
1,qrs,cordis_temporary,How many european research council panels are related to social sciences and humanities,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH',SELECT count(*) FROM erc_research_domains INNER JOIN erc_panels ON erc_research_domains.code = erc_panels.part_of WHERE erc_research_domains.description LIKE '%social sciences and humanities%';,False,True,Value Mismatch,False,20.2142436504364,1543.0,200.0,1743
1,qrs,cordis_temporary,Show all of the project members that are private for profit entities,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',"SELECT project_members.member_name, project_members.member_role, project_members.country FROM project_members JOIN institutions ON project_members.institution_id = institutions.unics_id WHERE project_members.activity_type = 'Private for profit' AND project_members.country = 'United Kingdom';",False,True,Shape Mismatch,False,20.834299325942997,1630.0,200.0,1830
1,qrs,cordis_temporary,Which project members are businesses?,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',"SELECT project_members.member_name, project_members.ec_contribution FROM project_members WHERE project_members.member_role = 'Business';",False,True,Shape Mismatch,False,20.249816179275516,1549.0,200.0,1749
1,qrs,cordis_temporary,How many project members are businesses?,SELECT count(member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',SELECT COUNT(*) FROM project_members WHERE activity_type = 'Business';,False,True,Value Mismatch,False,20.222055435180664,1577.0,200.0,1777
1,qrs,cordis_temporary,How many project members are Higher or Secondary Education Establishments?,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'HES',SELECT COUNT(*) FROM project_members JOIN institutions ON project_members.institution_id = institutions.unics_id WHERE institutions.geocode_regions_3 LIKE 'ES%';,False,True,Value Mismatch,False,20.21597957611084,1597.0,200.0,1797
1,qrs,cordis_temporary,Count the number of project members that are Educational Establishments,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.description = 'Higher or Secondary Education Establishments',SELECT COUNT(*) FROM project_members WHERE geocode_regions_3 = (SELECT geocode_regions FROM eu_territorial_units WHERE geocode_level = '3');,False,True,SQL Error: (psycopg2.errors.CardinalityViolation) more than one row returned by a subquery used as an expression,False,20.486040115356445,1571.0,200.0,1771
1,qrs,cordis_temporary,How many projects have been related to Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics',SELECT COUNT(*) FROM project_subject_areas WHERE subject_area = 'Robotics';,False,True,Value Mismatch,False,20.336331844329838,1542.0,200.0,1742
1,qrs,cordis_temporary,What is the number of projects that have been carried out in the subject area of Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics',SELECT COUNT(*) FROM project_subject_areas JOIN projects ON project_subject_areas.project = projects.unics_id JOIN subject_areas ON project_subject_areas.subject_area = subject_areas.code WHERE subject_areas.title = 'Robotics';,False,True,Match,True,20.299917936325077,1547.0,200.0,1747
1,qrs,cordis_temporary,Which non-EU entity has recieved the most funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1","SELECT countries.country_name, SUM(projects.total_cost) AS total_funding FROM countries JOIN project_members ON countries.unics_id = project_members.country TEXT, projects WHERE project_members.project = projects.unics_id GROUP BY countries.country_name ORDER BY total_funding DESC LIMIT 1;",False,False,"SQL Error: (psycopg2.errors.SyntaxError) syntax error at or near ""TEXT""",False,20.1057722568512,1571.0,200.0,1771
1,qrs,cordis_temporary,Which entity located outside of the EU has received the most funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1","SELECT countries.country_name, SUM(projects.total_cost) as total_funding FROM countries JOIN projects ON countries.unics_id = projects.principal_investigator WHERE countries.geocode_country_code NOT LIKE 'EU%' GROUP BY countries.country_name ORDER BY total_funding DESC LIMIT 1;",False,True,Both Empty,True,20.4670991897583,1593.0,200.0,1793
1,qrs,cordis_temporary,Which non-EU entity has recieved the least funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1","SELECT institutions.country_id, SUM(projects.total_cost) as total_cost FROM institutions JOIN project_members ON institutions.unics_id = project_members.institution_id JOIN projects ON project_members.project = projects.unics_id WHERE institutions.country_id NOT IN (SELECT unics_id FROM countries WHERE country_code2 IN ('EU', 'EA')) GROUP BY institutions.country_id ORDER BY total_cost ASC LIMIT 1;",False,True,Shape Mismatch,False,20.40503168106079,1574.0,200.0,1774
1,qrs,cordis_temporary,Which entity located outside of the EU has received the least funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1","SELECT countries.country_name, SUM(projects.total_cost) AS total_funding FROM countries JOIN institutions ON countries.unics_id = institutions.country_id JOIN project_members ON institutions.unics_id = project_members.institution_id JOIN projects ON project_members.project = projects.unics_id WHERE countries.geocode_country_code != 'EU' GROUP BY countries.country_name ORDER BY total_funding ASC LIMIT 1;",False,True,Both Empty,True,20.978216886520386,1627.0,200.0,1827
1,qrs,cordis_temporary,How many non-EU entities have participated in projects?,SELECT count(distinct t1.member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id  WHERE t1.geocode_regions_3 = 'NONEU',SELECT COUNT(*) FROM project_members WHERE geocode_regions_3 NOT IN (SELECT geocode_regions FROM eu_territorial_units);,False,True,Match,True,20.226004362106323,1570.0,200.0,1770
1,qrs,cordis_temporary,Which entities that are located outside of the European Union have participated in projects?,SELECT distinct t1.member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU',"SELECT projects.title, countries.country_name FROM projects JOIN countries ON projects.country_id = countries.unics_id WHERE countries.geocode_country_code NOT IN ('EU');",False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column projects.country_id does not exist,False,20.13146996498108,1552.0,200.0,1752
1,qrs,cordis_temporary,Show all of the programmes with titles that are related to climate,SELECT p.title from programmes as p WHERE p.title like '%climate%',SELECT programmes.title FROM programmes WHERE programmes.title LIKE '%climate%';,False,True,Match,True,20.25859236717224,1557.0,200.0,1757
1,qrs,cordis_temporary,List the programms that have the term climate in the title,SELECT p.title from programmes as p WHERE p.title like '%climate%',SELECT programmes.title FROM programmes JOIN project_programmes ON programmes.code = project_programmes.programme WHERE programmes.title LIKE '%climate%';,False,True,Shape Mismatch,False,21.123188734054565,1601.0,200.0,1801
1,qrs,cordis_temporary,Show the title and amount of funds that have been allocated per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title","SELECT programmes.title, SUM(projects.total_cost) AS total_funds FROM project_programmes JOIN projects ON project_programmes.project = projects.unics_id JOIN programmes ON project_programmes.programme = programmes.code GROUP BY programmes.title;",False,True,Value Mismatch,False,20.41292905807495,1533.0,200.0,1733
1,qrs,cordis_temporary,List all of the titles and the amount of funding that has been dispersed per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title","SELECT programmes.title, SUM(projects.total_cost) FROM programmes JOIN project_programmes ON programmes.code = project_programmes.programme GROUP BY programmes.title;",False,True,"SQL Error: (psycopg2.errors.UndefinedTable) missing FROM-clause entry for table ""projects""",False,19.948192358016968,1536.0,200.0,1736
5,qrs,cordis_temporary,Find the total cost of the project Theseus,SELECT T1.total_cost FROM projects AS T1 WHERE T1.title = 'Theseus',### Example;,False,True,"SQL Error: (psycopg2.errors.SyntaxError) syntax error at or near ""###""",False,21.33965349197388,1818.0,200.0,2018
5,qrs,cordis_temporary,Show total cost of project with title Theseus,SELECT T1.total_cost FROM projects AS T1 WHERE T1.title = 'Theseus',SELECT projects.total_cost FROM projects WHERE projects.title = 'Theseus';,False,True,Match,True,21.159900903701782,1818.0,200.0,2018
5,qrs,cordis_temporary,Show me the acronyms of projects that started in 2018,SELECT acronym FROM projects WHERE start_year = 2018,SELECT projects.acronym FROM projects WHERE projects.start_year = 2018;,False,True,Match,True,21.1599600315094,1783.0,200.0,1983
5,qrs,cordis_temporary,Get acronyms of projects beginning in 2018,SELECT acronym FROM projects WHERE start_year = 2018,SELECT projects.acronym FROM projects WHERE projects.start_year = 2018;,False,True,Match,True,20.780874252319336,1776.0,200.0,1976
5,qrs,cordis_temporary,Show me the titles of projects that started before 2016,SELECT title FROM projects WHERE start_year < 2016,SELECT projects.title FROM projects WHERE projects.start_year < 2016;,False,True,Match,True,21.303443431854248,1791.0,200.0,1991
5,qrs,cordis_temporary,Find titles of projects which started earlier than 2016,SELECT title FROM projects WHERE start_year < 2016,SELECT projects.title FROM projects WHERE projects.start_year < 2016;,False,True,Match,True,20.83085536956787,1775.0,200.0,1975
5,qrs,cordis_temporary,Find institutions from the region of Nordjylland,SELECT T1.institutions_name FROM institutions AS T1 JOIN eu_territorial_units AS T2 ON T1.geocode_regions_3 = T2.geocode_regions WHERE T2.description = 'Nordjylland',SELECT institutions.grid_id FROM institutions WHERE institutions.geocode_regions_3 = 'DK211';,False,True,Shape Mismatch,False,21.15361189842224,1799.0,200.0,1999
5,qrs,cordis_temporary,Show the name of institutions based in Nordjylland,SELECT T1.institutions_name FROM institutions AS T1 JOIN eu_territorial_units AS T2 ON T1.geocode_regions_3 = T2.geocode_regions WHERE T2.description = 'Nordjylland',SELECT institutions.institution_name FROM institutions WHERE institutions.geocode_regions_3 = 'DK21';,False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column institutions.institution_name does not exist,False,21.079285621643063,1796.0,200.0,1996
5,qrs,cordis_temporary,Find the name of principal investigators in projects that started in 2014,SELECT T2.full_name FROM projects AS T1 join people as T2 on T1.principal_investigator = T2.unics_id WHERE T1.start_year = 2014,SELECT people.full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014;,False,True,Match,True,21.75646066665649,1891.0,200.0,2091
5,qrs,cordis_temporary,Show the full name of people being investigators in projects that began in 2014,SELECT T2.full_name FROM projects AS T1 join people as T2 on T1.principal_investigator = T2.unics_id WHERE T1.start_year = 2014,SELECT people.full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014;,False,True,Match,True,21.99956965446472,1881.0,200.0,2081
5,qrs,cordis_temporary,Find projects whose subject area is “Mathematics and Statistics”,SELECT t1.title FROM projects AS T1 join project_subject_areas as psa on T1.unics_id = psa.project join subject_areas as sa on psa.subject_area = sa.code WHERE sa.title = 'Mathematics and Statistics',SELECT projects.title FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project JOIN subject_areas ON project_subject_areas.subject_area = subject_areas.code WHERE subject_areas.description = 'Mathematics and Statistics';,False,True,Shape Mismatch,False,21.554823398590088,1867.0,200.0,2067
5,qrs,cordis_temporary,Show the acronym and subject area description of projects with subject area “Mathematics and Statistics”,"SELECT t1.acronym, sa.description FROM projects AS T1 join project_subject_areas as psa on T1.unics_id = psa.project join subject_areas as sa on psa.subject_area = sa.code WHERE sa.title = 'Mathematics and Statistics'","SELECT projects.acronym, subject_areas.description FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project JOIN subject_areas ON project_subject_areas.subject_area = subject_areas.code WHERE subject_areas.description = 'Mathematics and Statistics';",False,True,Shape Mismatch,False,22.916576385498047,1872.0,200.0,2072
5,qrs,cordis_temporary,Find all different topics of projects that ended in 2014,SELECT distinct t.title FROM projects AS T1 join project_topics as pt on T1.unics_id = pt.project join topics as t on pt.topic = t.code where t1.end_year = 2014,SELECT DISTINCT topics.title FROM topics JOIN project_topics ON topics.code = project_topics.topic JOIN projects ON project_topics.project = projects.unics_id WHERE projects.end_date = '2014-12-31';,False,True,Shape Mismatch,False,22.48134207725525,1933.0,200.0,2133
5,qrs,cordis_temporary,Find distinct titles of topics of projects that with end year 2014,SELECT distinct t.title FROM projects AS T1 join project_topics as pt on T1.unics_id = pt.project join topics as t on pt.topic = t.code where t1.end_year = 2014,SELECT DISTINCT topics.title FROM topics JOIN project_topics ON topics.code = project_topics.topic JOIN projects ON project_topics.project = projects.unics_id WHERE projects.end_year = 2014;,False,True,Match,True,21.69624757766724,1879.0,200.0,2079
5,qrs,cordis_temporary,Show the acronym of projects with a member from Greece,Select p.acronym from projects as p join project_members as pm on p.unics_id = pm.project join institutions as i on pm.institution_id = i.unics_id join countries as c on i.country_id = c.unics_id where c.country_name = 'Greece',SELECT projects.acronym FROM projects JOIN project_members ON projects.unics_id = project_members.project JOIN people ON project_members.member_role = people.unics_id WHERE people.country = 'Greece';,False,True,SQL Error: (psycopg2.errors.UndefinedFunction) operator does not exist: text = integer,False,21.254812240600582,1828.0,200.0,2028
5,qrs,cordis_temporary,Show names of institutions from France or Germany,Select i.institutions_name from institutions as i join countries as c on i.country_id = c.unics_id where c.country_name = 'France' or c.country_name = 'Germany',"SELECT institutions.institution_name FROM institutions JOIN countries ON institutions.country_id = countries.unics_id WHERE countries.country_name IN ('France', 'Germany');",False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column institutions.institution_name does not exist,False,21.146196126937863,1809.0,200.0,2009
5,qrs,cordis_temporary,Show names of institutions which are not from France,Select i.institutions_name from institutions as i join countries as c on i.country_id = c.unics_id where c.country_name != 'France',SELECT institutions.institutions_name FROM institutions JOIN countries ON institutions.country_id = countries.unics_id WHERE countries.country_name != 'France';,False,True,Match,True,21.60982370376587,1845.0,200.0,2045
5,qrs,cordis_temporary,Count the projects that started in 2016,Select count(p.unics_id) from projects as p where start_year = 2016,SELECT count(*) FROM projects WHERE projects.start_year = 2016;,False,True,Match,True,20.703611612319943,1735.0,200.0,1935
5,qrs,cordis_temporary,Show the title of the project with the highest total cost,Select p.title from projects as p where total_cost = (select max(p2.total_cost) from projects as p2),SELECT projects.title FROM projects ORDER BY projects.total_cost DESC LIMIT 1;,False,True,Match,True,20.9803307056427,1772.0,200.0,1972
5,qrs,cordis_temporary,Show the name of members in projects costing less than the average project cost.,SELECT T1.member_name FROM project_members AS T1 JOIN projects AS T2 ON T1.project = T2.unics_id WHERE T2.total_cost < (SELECT AVG(T23.total_cost) FROM projects AS T23),SELECT project_members.member_short_name FROM project_members JOIN projects ON project_members.project = projects.unics_id WHERE projects.total_cost < (SELECT AVG(total_cost) FROM projects);,False,True,Value Mismatch,False,21.27944326400757,1848.0,200.0,2048
5,qrs,cordis_temporary,Find the id of projects with at least 100 members,select p.unics_id from projects as p join project_members as pm on p.unics_id = pm.project group by p.unics_id having count(p.unics_id) >= 100,SELECT projects.unics_id FROM projects JOIN project_members ON projects.unics_id = project_members.project WHERE (SELECT count(*) FROM project_members WHERE project_members.project = projects.unics_id) >= 100;,False,True,Timeout (>5s),False,20.6467182636261,1733.0,200.0,1933
5,qrs,cordis_temporary,Find the code and title of the funding scheme which funded the highest number of projects.,"select s.code, s.title from funding_schemes as s where s.code = (select s2.code from funding_schemes as s2 join projects as p on s2.code = p.ec_fund_scheme group by s2.code order by count(*) desc LIMIT 1)",### Example;,False,True,"SQL Error: (psycopg2.errors.SyntaxError) syntax error at or near ""###""",False,21.13554692268372,1793.0,200.0,1993
5,qrs,cordis_temporary,Show the total costs of all projects,SELECT sum(total_cost) FROM projects,SELECT projects.total_cost FROM projects;,False,True,Shape Mismatch,False,21.864643573760983,1860.0,200.0,2060
5,qrs,cordis_temporary,Show me the title of projects which have an end year and a start year after 2006,select title from projects where start_year > 2006 and end_year > 2006,SELECT title FROM projects WHERE end_year > 2006 AND start_year > 2006;,False,True,Match,True,22.487136840820312,1830.0,200.0,2030
5,qrs,cordis_temporary,Find the projects which lasted the longest and have an end year and a start year,"select title, end_year - start_year from projects order by end_year - start_year desc limit 1",SELECT projects.title FROM projects WHERE projects.start_year IS NOT NULL AND projects.end_year IS NOT NULL ORDER BY projects.end_year - projects.start_year DESC LIMIT 1;,False,True,Shape Mismatch,False,21.046593189239506,1805.0,200.0,2005
5,qrs,cordis_temporary,Show me topic titles which starts with 'Raw materials',select title from topics where title like 'Raw materials%',SELECT topics.title FROM topics WHERE topics.title LIKE 'Raw materials%';,False,True,Match,True,21.064392566680908,1793.0,200.0,1993
5,qrs,cordis_temporary,Show me topic titles which contain the word 'climate',select title from topics where title like '%climate%',SELECT topics.title FROM topics WHERE topics.title LIKE '%climate%';,False,True,Match,True,21.143908500671387,1777.0,200.0,1977
5,qrs,cordis_temporary,Show me the number of projects where Thomas Bell was principal investigator,select count(*) from projects as p join people as peep on p.principal_investigator = peep.unics_id where peep.full_name = 'Thomas Bell',SELECT count(*) FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE people.full_name = 'Thomas Bell';,False,True,Match,True,21.204344987869263,1849.0,200.0,2049
5,qrs,cordis_temporary,Show me the all different names of people,select distinct full_name from people,SELECT people.full_name FROM people;,False,True,Shape Mismatch,False,20.46468997001648,1700.0,200.0,1900
5,qrs,cordis_temporary,Find the acronym of projects which have total costs between 100000 and 200000,select p.acronym from projects as p where p.total_cost between 100000 and 200000,SELECT projects.acronym FROM projects WHERE projects.total_cost BETWEEN 100000 AND 200000;,False,True,Match,True,22.38228845596313,1926.0,200.0,2126
5,qrs,cordis_temporary,Show the title of projects with costs higher than 1000000,select p.title from projects as p where p.total_cost > 1000000,SELECT projects.title FROM projects WHERE projects.total_cost > 1000000;,False,True,Match,True,20.97943615913391,1775.0,200.0,1975
5,qrs,cordis_temporary,Show the title of projects with costs higher than a million,select p.title from projects as p where p.total_cost > 1000000,SELECT projects.title FROM projects WHERE projects.total_cost > 1000000.0;,False,True,Match,True,20.896042346954346,1780.0,200.0,1980
